Doc Id,Contents of file after Preprocessing
cranfield1117,"['stability', 'orthotropic', 'cylindrical', 'shells', 'combined', 'loading', 'increasing', 'use', 'fiber', 'whisker', 'reinforced', 'materials', 'makes', 'necessary', 'availability', 'methods', 'analyzing', 'cylinders', 'cones', 'composed', 'orthotropic', 'material', 'paper', 'treats', 'buckling', 'shells', 'combination', 'axial', 'compression', 'uniform', 'external', 'pressure', 'differential', 'equation', 'approach', 'flugge', 'used', 'resulting', 'buckling', 'equation', 'presented', 'terms', 'axial', 'circumferential', 'bending', 'rigidities', 'shear', 'rigidity', 'poisson', ""'s"", 'ratio', 'geometry', 'parameters', 'mode', 'shapes', 'design', 'curves', 'presented', 'allow', 'quick', 'determination', 'critical', 'loads', 'cylinders', 'using', 'equivalent', 'cylinder', 'concept', 'conical', 'shells', 'small', 'included', 'angle', 'curves', 'also', 'lend', '/tailoring/', 'materials', 'fit', 'load', 'carrying', 'requirements', 'structure']"
cranfield0693,"['investigation', 'jet', 'effects', 'flat', 'surface', 'downstream', 'exit', 'simulated', 'turbojet', 'nacelle', 'free-stream', 'mach', 'number', '1.39', 'investigation', 'free-stream', 'mach', 'number', '1.39', 'utilizing', 'blowdown-type', 'tunnel', 'made', 'determine', 'effects', 'propulsive', 'jet', 'zero', 'angle-of-attack', 'wing', 'surface', 'located', 'vicinity', 'choked', 'convergent', 'nozzle', 'convergent-divergent', 'nozzle', 'staticpressure', 'surveys', 'made', 'flat', 'surface', 'located', 'vicinity', 'propulsive', 'jet', 'nozzles', 'operated', 'varied', 'range', 'exit', 'static-', 'total-pressure', 'ratios', 'different', 'within', 'scope', 'investigation', 'found', 'shock', 'waves', 'formed', 'external', 'flow', 'presence', 'jet', 'exhaust', 'impinged', 'flat', 'surface', 'greatly', 'altered', 'pressure', 'distribution', 'integration', 'pressure', 'distribution', 'choked', 'convergent', 'nozzle', 'location', 'propulsive-jet', 'exit', 'varied', '1.747', 'jet-exit', 'diameters', '4.981', 'jet-exit', 'diameters', 'wing', 'surface', 'resulted', 'positive', 'incremental', 'normal', 'force', 'wing', 'positions']"
cranfield0455,"['modified', 'cross-lees', 'mixing', 'theory', 'supersonic', 'separated', 'reattaching', 'flows', 're-examination', 'crocco-lees', 'method', 'shown', 'previous', 'quantitative', 'disagreement', 'theory', 'experiment', 'region', 'flow', 'separation', 'caused', 'primarily', 'improper', 'c', 'k', 'relation', 'assumed', 'new', 'c', 'k', 'correlation', 'based', 'low-speed', 'theoretical', 'experimental', 'data', 'supersonic', 'experimental', 'results', 'developed', 'found', 'satisfactory', 'accurate', 'calculation', 'two-dimensional', 'laminar', 'supersonic', 'flows', 'separation', 'physical', 'model', 'incorporates', 'concept', '/dividing/', 'streamline', 'results', 'experiment', 'according', 'physical', 'model', 'viscous', 'momentum', 'transport', 'essential', 'mechanism', 'zone', 'separation', 'beginning', 'reattachment', 'reattachment', 'process', 'contrary', 'essentially', 'inviscid', 'process', 'physical', 'model', 'translated', 'crocco-lees', 'languages', 'using', 'semiempirical', 'approach', 'approximate', 'c', 'k', 'f', 'k', 'relations', 'determined', 'separated', 'reattaching', 'regions', 'results', 'analysis', 'applied', 'problem', 'shockwave', 'laminar-boundary-layer', 'interaction', 'satisfactory', 'study', 'separated', 'reattaching', 'regions', 'flow', 'led', 'quantitative', 'agreement', 'experiment', 'achieved']"
cranfield0667,"['hypersonic', 'shock', 'layer', 'theory', 'stagnation', 'region', 'low', 'reynolds', 'number', 'cheng', 'h.k', 'hypersonic', 'flow', 'low', 'reynolds', 'number', 'studied', 'utilizing', 'shocklayer', 'concept', 'present', 'formulation', 'takes', 'account', 'salient', 'features', 'transport', 'processes', 'within', 'shock', 'layer', 'manner', 'consistent', 'shock-layer', 'approximation', 'rankine-hugoniot', 'shock', 'relations', 'modified', 'include', 'contributions', 'due', 'heat', 'conduction', 'viscous', 'effects', 'immediately', 'behind', 'shock', 'specific', 'problem', 'axisymmetric', 'stagnation', 'region', 'treated', 'flow', 'regimes', 'problem', 'classified', 'according', 'whether', 'transport', 'effects', 'important', 'immediately', 'behind', 'shock', 'one', 'regime', 'ordinary', 'rankine-hugoniot', 'relations', 'hold', 'across', 'shock', 'vorticity-interaction', 'theory', 'based', 'boundary-layer', 'approximation', 'shown', 'sufficient', 'regime', 'rankine-hugoniot', 'relations', 'modified', 'continuum-flow', 'model', 'applies', 'approximate', 'analytical', 'solution', 'obtained', 'solution', 'reveals', 'substantial', 'reduction', 'temperature', 'behind', 'shock', 'shock', 'stand-off', 'distance', 'presence', 'strong', 'surface', 'cooling', 'present', 'study', 'intended', 'provide', 'knowledge', 'bridge', 'gap', 'free-molecule', 'flow', 'regime', 'boundary', 'layer', 'via', 'continuum', 'theory', 'respect', 'solution', 'obtained', 'appears', 'satisfactory', 'yields', 'correct', 'free-molecule', 'limits', 'skin', 'friction', 'surface-heat', 'transfer', 'rate']"
cranfield0203,"['calculated', 'velocity', 'distributions', 'force', 'derivatives', 'series', 'high-speed', 'aerofoils', 'polygon', 'method', 'woods', 'used', 'calculate', 'velocity', 'distribution', 'number', 'twodimensional', 'aerofoils', 'low', 'incidence', 'subcritical', 'flows', 'considered', 'lift', 'slopes', 'aerodynamic', 'centres', 'zero', 'lift', 'also', 'calculated', 'comparisons', 'experimental', 'results', 'made', 'show', 'good', 'agreement', 'zero', 'incidence']"
cranfield0031,"['thermal', 'buckling', 'supersonic', 'wing', 'panels', 'temperature', 'thermal', 'stress', 'distributions', 'analyzed', 'multicellular', 'supersonic', 'wing', 'structures', 'buckling', 'criterion', 'established', 'panels', 'cover', 'plates', 'subjected', 'thermal', 'stresses']"
cranfield0038,"['prediction', 'mixed', 'subsonic/supersonic', 'pressure', 'distributions', 'high-speed', 'wind-tunnel', 'results', 'analyzed', 'derive', 'semiempirical', 'scheme', 'prediction', 'transonic', 'pressure', 'distributions', 'supersonic', 'subsonic', 'parts', 'flow', 'treated', 'separately', 'linked', 'empirical', 'shock', 'pressure', 'rise', 'relation', 'significance', 'empirical', 'results', 'considered', 'relation', 'physical', 'mechanism', 'transonic', 'flows', 'also', 'shown', 'theoretical', 'solutions', 'improved', 'introducing', 'empirical', 'shock', 'relation']"
cranfield0804,"['flight', 'test', 'investigation', 'sonic', 'boom', '/sonic', 'boom/', 'popularly', 'called', 'become', 'center', 'considerable', 'interest', 'past', 'years', 'widespread', 'public', 'disturbance', 'possible', 'damage', 'result', 'hopes', 'minimizing', 'disturbance', 'extend', 'general', 'knowledge', 'shock', 'waves', 'produce', 'booming', 'noise', 'aeronautical', 'research', 'laboratory', 'wright', 'air', 'development', 'center', 'initiated', 'extensive', 'research', 'program', 'study', 'sonic', 'boom', 'phenomenon', 'report', 'presents', 'results', 'flight', 'tests', 'undertaken', 'one', 'phase', 'program', 'tests', 'objective', 'determination', 'measurement', 'shock', 'wave', 'pressure', 'pattern', 'surrounding', 'f-100', 'aircraft', 'level', 'supersonic', 'flight', 'flight', 'tests', 'conducted', 'air', 'force', 'flight', 'test', 'center', 'edwards', 'air', 'force', 'base', 'california', 'authority', 'air', 'research', 'development', 'command', 'test', 'directive', '5524-f1']"
cranfield0497,"['theoretical', 'experimental', 'investigation', 'thermal', 'stresses', 'hypersonic', 'aircraft', 'wing', 'structures', 'simple', 'relatively', 'accurate', 'analytic', 'approximation', 'developed', 'determine', 'temperature', 'thermal-stress', 'distribution', 'aircraft', 'wing', 'structures', 'theoretical', 'investigations', 'show', 'results', 'existing', 'thermal-stress', 'theories', 'neglect', 'temperature', 'gradient', 'skin', 'thickness', 'may', 'exceed', 'range', 'higher', 'biot', 'numbers', 'true', 'values', '30', 'percent', 'refined', 'photothermoelastic', 'experiments', 'verify', 'results', 'add', 'another', 'significant', 'conclusion', 'indicate', 'thermal', 'stresses', 'wing', 'structures', 'generated', 'variable', 'heattransfer', 'coefficient', 'coincide', 'theoretical', 'predictions', 'based', 'constant', 'heat-transfer', 'coefficient', 'long', 'latter', 'represents', 'arithmetic', 'average', 'heating', 'cycle', 'variation', 'order', '10', 'percent', 'however', 'even', 'much', 'greater', 'variations', 'order', '100', 'percent', 'produce', 'relatively', 'small', 'differences']"
cranfield1313,"['flow', 'reflected', 'shock', 'tunnel', 'performance', 'shock', 'tunnel', 'operated', 'reflected-shock', 'technique', 'examined', 'theoretically', 'neglecting', 'viscous', 'effects', 'hightemperature', 'real-gas', 'effects', 'particular', 'attention', 'given', 'disturbances', 'flow', 'nozzle', 'entry', 'caused', 'waves', 'reflected', 'contact', 'surface', 'operating', 'conditions', 'depart', 'first', 'disturbance', 'reflected', 'contact', 'surface', 'weak', 'enough', 'tolerated', 'within', 'small', 'range', 'primary-shock', 'mach', 'number', '/e.g.', '5', '7', '6', '3', 'pressure', 'entry', 'nozzle', 'remain', 'constant', '10', 'per', 'cent/', 'within', 'range', 'running', 'times', 'much', 'longer', 'obtained', ""'straight-through"", 'shock', 'tunnels', 'predicted', 'limitation', 'usually', 'imposed', 'arrival', 'expansion', 'wave', 'originating', 'diaphragm', 'outside', 'range', 'mach', 'number', 'uniform-flow', 'duration', 'arrival', 'nozzle', 'entry', 'primary', 'shock', 'first', 'disturbance', 'reflected', 'contact', 'surface', 'shown', 'approximately', 'equal', 'time', 'arrival', 'primary', 'shock', 'contact', 'surface', ""'straight-through"", 'shock', 'tunnel', 'first', 'sight', 'appears', 'therefore', 'advantages', 'reflected-shock', 'operation', 'confined', 'narrow', 'range', 'shock', 'mach', 'number', 'unless', 'heated', 'driver', 'gas', 'used', 'order', 'vary', 'mach', 'number', 'analysis', 'suggests', 'however', 'subsequent', 'disturbances', 'multiple', 'wave', 'reflection', 'process', 'contact', 'surface', 'end', 'tube', 'relatively', 'weak', 'useful', 'range', 'shock', 'mach', 'number', 'thus', 'flow', 'arrival', 'early', 'reflected', 'disturbances', 'used', 'test', 'purposes', 'long', 'running', 'times', 'seem', 'possible', 'theory', 'without', 'severe', 'restrictions', 'shock', 'mach', 'number', 'experiments', 'made', 'shock', 'tube', 'shock', 'tunnel', 'provide', 'data', 'comparisons', 'results', 'simple', 'theory', 'allowance', 'made', 'viscous', 'effects', 'motion', 'contact', 'surface', 'fair', 'agreement', 'found', 'disturbances', 'reflected', 'transmitted', 'contact', 'surface', 'arrival', 'expansion', 'wave', 'reflection', 'process', 'increases', 'shock', 'mach', 'number', 'raised', 'substantially', ""'tailored"", 'value', 'limit', 'usable', 'flow', 'duration', 'may', 'result', 'striking', 'feature', 'results', 'fall', 'pressure', 'end', 'tube', 'immediately', 'reflection', 'primary', 'shock', 'attributed', 'attenuation', 'reflected', 'shock', 'resulting', 'interaction', 'boundary', 'layer', 'wall', 'tube', 'research', 'required', 'check', 'explanation', 'investigate', 'effects', 'reynolds', 'number', 'cross-sectional', 'shape', 'size', 'tube', 'effects', 'tail', 'reflected', 'head', 'expansion', 'wave', 'originating', 'main', 'diaphragm', 'discussed', 'shown', 'arrival', 'reflected', 'head', 'nozzle', 'entry', 'may', 'impose', 'severe', 'limitation', 'duration', 'uniform', 'conditions', 'low', 'shock', 'mach', 'number', 'arrival', 'tail', 'may', 'limit', 'flow', 'duration', 'high', 'shock', 'mach', 'number', 'unless', 'means', 'devised', 'suppress', 'expansion', 'wave', 'demonstrated', 'desirable', 'alternative', 'diaphragm', 'positions', 'tube', 'required', 'operate', 'range', 'shock', 'mach', 'number', 'concluded', 'running', 'times', 'order', '10', 'milliseconds', 'shock', 'mach', 'number', '4', 'falling', 'perhaps', '1', 'millisecond', 'shock', 'mach', 'number', '8', 'seem', 'possible', 'shock', 'tunnel', 'reasonable', 'size', 'using', 'reflected-shock', 'operation', 'unheated', 'hydrogen', 'driving', 'air', 'simplifying', 'assumptions', 'theoretical', 'investigations', 'deficiencies', 'apparatus', 'used', 'experiments', 'present', 'investigation', 'must', 'however', 'regarded', 'preliminary', 'character', 'research', 'required', 'check', 'extend', 'findings', 'topics', 'particularly', 'requiring', 'investigation', 'listed', 'paper']"
cranfield1121,"['compressive', 'torsional', 'buckling', 'thin-wall', 'cylinders', 'yield', 'region', 'based', 'assumptions', 'led', 'best', 'agreement', 'theory', 'test', 'data', 'inelastic', 'buckling', 'flat', 'plates', 'general', 'set', 'equilibrium', 'differential', 'equations', 'plastic', 'buckling', 'cylinders', 'derived', 'equations', 'used', 'obtain', 'solutions', 'compressive', 'torsional', 'buckling', 'long', 'cylinders', 'yield', 'region', 'test', 'data', 'presented', 'indicate', 'satisfactory', 'agreement', 'theoretical', 'plasticity-reduction', 'factors', 'cases', 'difference', 'results', 'exists', 'test', 'data', 'substantially', 'better', 'agreement', 'results', 'obtained', 'use', 'maximum-shear', 'law', 'rather', 'octahedral-shear', 'law', 'transform', 'axial', 'stress-strain', 'data', 'shear', 'stress-strain', 'data']"
cranfield0235,"['minimisation', 'numerical', 'evaluation', 'wave', 'drag', 'fourier', 'analysis', 'linearised', 'theory', 'expression', 'zero-lift', 'wave', 'drag', 'smooth', 'slender', 'body', 'terms', 'crosssectional', 'area', 'distribution', 'used', 'derive', 'area', 'distribution', 'minimises', 'expression', 'given', 'length', 'volume', 'nose', 'area', 'base', 'area', 'n', 'intermediate', 'areas', 'another', 'minimal', 'deduced', 'relaxing', 'restriction', 'volume', 'used', 'evolve', 'method', 'numerical', 'evaluation', 'original', 'expression', 'two', 'practical', 'applications', 'results', 'discussed', 'first', 'design', 'wing-body', 'combinations', 'small', 'drag', 'rise', 'transonic', 'speeds', 'second', 'calculation', 'wave', 'drag', 'wing-body', 'combinations', 'zero', 'lift', 'example', 'constructed', 'illustrate', 'method', 'give', 'indication', 'accuracy']"
cranfield0007,"['effect', 'controlled', 'three-dimensional', 'roughness', 'boundary', 'layer', 'transition', 'supersonic', 'speeds', 'experiments', 'performed', '12-in', 'supersonic', 'wind', 'tunnel', 'jet', 'propulsion', 'laboratory', 'california', 'institute', 'technology', 'investigate', 'effect', 'three-dimensional', 'roughness', 'elements', 'spheres', 'boundary-layer', 'transition', 'tained', 'local', 'mach', 'numbers', '1.90', '2.71', '3.67', 'varying', 'trip', 'size', 'position', 'spacing', 'reynolds', 'number', 'per', 'inch', 'results', 'indicate', '1', 'transition', 'laminar', 'turbulent', 'flow', 'induced', 'three-dimensional', 'roughness', 'elements', 'begins', 'double', 'row', 'spiral', 'vortices', 'trailing', 'element', 'contaminates', 'breaks', 'surrounding', 'field', 'vorticity', '2', 'transition', 'appears', 'rather', 'suddenly', 'becoming', 'violent', 'increasing', 'roughness', 'height', 'relative', 'boundary-layer', 'thickness', '3', 'breakdown', 'vorticity', 'field', 'strength', 'spiral', 'vortices', 'may', 'still', 'persist', 'sublayer', 'ensuing', 'turbulent', 'flow', '4', 'lateral', 'spacing', 'roughness', 'elements', 'little', 'effect', 'upon', 'initial', 'breakdown', 'contamination', 'laminar', 'flow', '5', 'trip', 'reynolds', 'number', 'u', 'v', 'velocity', 'kinematic', 'viscosity', 'outer', 'edge', 'boundary', 'layer', 'k', 'roughness', 'height', 'transition', 'occurs', 'roughness', 'position', 'varies', 'position', 'reynolds', 'number', 'one-fourth', 'power', 'viz.', 'x', 'trip', 'position']"
cranfield0463,"['physical', 'properties', 'plastics', 'photo-thermoelastic', 'investigation', 'optical', 'physical', 'properties', 'paraplex', 'p43', 'castolite', 'epoxy', 'resin', 'hysol', '6000-op', 'potentially', 'interest', 'photothermoelastic', 'investigations', 'investigated', 'temperature', 'range', '+100', '-60', 'f', 'results', 'thermal-expansion', 'coefficient', 'material', 'fringe', 'value', 'modulus', 'elasticity', 'functions', 'temperature', 'presented', 'also', 'evaluated', 'thermal', 'properties', 'importance', 'heat', 'conduction', 'photothermoelastic', 'figures', 'merit', 'rate', 'optical', 'sensitivity', 'materials', 'photothermoelastic', 'applications', 'well', 'new', 'method', 'determine', 'figure', 'relative', 'manner', 'presented']"
cranfield0651,"['heat', 'transfer', 'separated', 'reattached', 'subsonic', 'turbulen', 'flows', 'obtained', 'downstream', 'surface', 'step', 'local', 'heat-transfer', 'coefficients', 'recovery', 'factors', 'presented', 'separated', 'reattached', 'turbulent', 'flows', 'obtained', 'downward', 'step', 'otherwise', 'flat', 'surface', 'two-dimensional', 'subsonic', 'air', 'flow', 'region', 'downstream', 'step', 'focus', 'investigation', 'contained', 'region', 'separated', 'flow', 'reattachment', 'five', 'step', 'heights', 'downstream', 'followed', 'section', 'reattached', 'flow', 'salient', 'feature', 'results', 'maximum', 'local', 'heat-transfer', 'coefficient', 'reattachment', 'point', 'values', 'thereof', 'diminishing', 'separated', 'region', 'also', 'reattached', 'region', 'tend', 'toward', 'values', 'characteristic', 'turbulent', 'boundary-layer', 'flow', 'found', 'region', 'heat-transfer', 'coefficient', 'depends', 'velocity', '0.8', 'power', 'though', 'decreased', 'dependence', 'may', 'exist', 'separated', 'region', 'recovery', 'factors', 'characteristically', 'low', 'values', 'associated', 'separated', 'flows', 'attain', 'values', 'typical', 'turbulent', 'boundary-layer', 'flows', 'within', 'downstream', 'lengths', 'available']"
